sleep_s,test_case,producers,consumers,elapsed_s,produced,consumed,throughput
0.00052,12,16,16,.005935000,574,937,857240
0.00053,1,1,1,.006667000,1364,1356,1.97141e+06
0.00053,2,4,1,.005617000,798,195,272102
0.00053,3,16,1,.006038000,1221,33,38098.9
0.00053,4,1,2,.005570000,1166,2250,3.19698e+06
0.00053,5,4,2,.005370000,805,388,537600
0.00053,6,16,2,.006198000,1190,166,180060
0.00053,7,1,4,.005551000,269,877,1.24449e+06
0.00053,8,4,4,.007990000,555,440,602878
0.00053,9,16,4,.006165000,1087,146,153934
0.00053,10,1,16,.005469000,93,1174,1.35964e+06
0.00053,11,4,16,.005695000,360,1008,1.14178e+06
0.00053,12,16,16,.006660000,1156,521,440251
0.00054,1,1,1,.005681000,1255,1306,1.8752e+06
0.00054,2,4,1,.005453000,1060,181,247895
0.00054,3,16,1,.005684000,1324,61,63860.4
0.00054,4,1,2,.005624000,586,1110,1.57824e+06
0.00054,5,4,2,.006179000,712,360,495212
0.00054,6,16,2,.005655000,1205,113,123734
0.00054,7,1,4,.005464000,275,912,1.26381e+06
0.00054,8,4,4,.005927000,640,577,749880
0.00054,9,16,4,.008119000,1202,281,281440
0.00054,10,1,16,.007433000,97,1038,1.1884e+06
0.00054,11,4,16,.006675000,368,950,1.03163e+06
0.00054,12,16,16,.006939000,1064,672,564489
0.00055,1,1,1,.006587000,1078,1068,1.50053e+06
0.00055,2,4,1,.006628000,974,198,267383
0.00055,3,16,1,.006853000,1159,57,57185.9
0.00055,4,1,2,.005904000,694,1608,2.32995e+06
0.00055,5,4,2,.006653000,853,414,547320
0.00055,6,16,2,.007590000,1066,121,134340
0.00055,7,1,4,.006867000,199,870,1.19029e+06
0.00055,8,4,4,.006572000,822,588,721933
0.00055,9,16,4,.007361000,1494,189,150441
0.00055,10,1,16,.006970000,248,1516,1.36616e+06
0.00055,11,4,16,.006492000,412,868,864000
0.00055,12,16,16,.006627000,1159,658,590860
0.00056,1,1,1,.005768000,1174,1160,1.56141e+06
0.00056,2,4,1,.005465000,943,206,272247
0.00056,3,16,1,.006436000,1507,16,15960.8
0.00056,4,1,2,.006200000,934,1463,2.01041e+06
0.00056,5,4,2,.005630000,716,382,515165
0.00056,6,16,2,.005732000,992,113,124661
0.00056,7,1,4,.005836000,267,1122,1.44668e+06
0.00056,8,4,4,.006496000,627,503,653245
0.00056,9,16,4,.007364000,1344,202,191742
0.00056,10,1,16,.007773000,119,1374,1.26915e+06
0.00056,11,4,16,.006965000,353,781,894559
0.00056,12,16,16,.007249000,980,670,553478
0.00057,1,1,1,.007174000,1504,1496,1.97656e+06
0.00057,2,4,1,.006838000,1026,225,290276
0.00057,3,16,1,.008876000,1254,49,51838.1
0.00057,4,1,2,.005986000,549,834,1.12731e+06
0.00057,5,4,2,.007397000,1345,453,429995
0.00057,6,16,2,.007203000,1400,93,97001.3
0.00057,7,1,4,.007174000,204,1002,1.31611e+06
0.00057,8,4,4,.007478000,588,670,841432
0.00057,9,16,4,.006548000,1110,271,260181
0.00057,10,1,16,.006023000,35,1081,1.22227e+06
0.00057,11,4,16,.006305000,377,981,1.02429e+06
0.00057,12,16,16,.007426000,1282,803,650697
0.00058,1,1,1,.006273000,1066,1047,1.37379e+06
0.00058,2,4,1,.005721000,965,232,298846
0.00058,3,16,1,.006263000,1246,61,68855.6
0.00058,4,1,2,.006093000,946,1770,2.34359e+06
0.00058,5,4,2,.006116000,925,340,433351
0.00058,6,16,2,.006859000,1729,117,88014.1
0.00058,7,1,4,.006199000,244,1043,1.33667e+06
0.00058,8,4,4,.006408000,565,451,558824
0.00058,9,16,4,.006689000,1210,307,301795
0.00058,10,1,16,.006534000,122,1171,1.28317e+06
0.00058,11,4,16,.007289000,416,1076,1.17565e+06
0.00058,12,16,16,.042224000,4374,950,162233
0.00059,1,1,1,.006390000,1293,1045,1.35217e+06
0.00059,2,4,1,.006371000,1026,234,274760
0.00059,3,16,1,.007165000,1221,70,73346.4
0.00059,4,1,2,.007519000,1294,2474,3.21624e+06
0.00059,5,4,2,.006496000,941,360,447923
0.00059,6,16,2,.006493000,1183,123,129633
0.00059,7,1,4,.006393000,356,908,1.15944e+06
0.00059,8,4,4,.005967000,614,604,747702
0.00059,9,16,4,.005916000,1197,169,169790
0.00059,10,1,16,.007557000,102,1253,1.3793e+06
0.00059,11,4,16,.006084000,354,1048,1.10745e+06
0.00059,12,16,16,.007302000,1084,561,496721
0.0006,1,1,1,.006403000,1374,1363,1.75924e+06
0.0006,2,4,1,.006522000,1101,287,356497
0.0006,3,16,1,.007486000,1236,92,85564.8
0.0006,4,1,2,.006205000,1120,2044,2.60781e+06
0.0006,5,4,2,.007608000,813,472,586996
0.0006,6,16,2,.006447000,1084,73,82470.4
0.0006,7,1,4,.006191000,271,1013,1.2781e+06
0.0006,8,4,4,.006549000,956,734,869019
0.0006,9,16,4,.007141000,1198,281,265339
0.0006,10,1,16,.007180000,79,1262,1.27371e+06
0.0006,11,4,16,.007018000,361,1099,1.08575e+06
0.0006,12,16,16,.007193000,1025,694,527047
0.0007,1,1,1,.006163000,1265,1349,1.4973e+06
0.0007,2,4,1,.006084000,1161,271,298204
0.0007,3,16,1,.005882000,1303,53,52111.9
0.0007,4,1,2,.006246000,1125,2074,2.28608e+06
0.0007,5,4,2,.005795000,1097,450,489599
0.0007,6,16,2,.006447000,1601,151,131854
0.0007,7,1,4,.006566000,291,1293,1.37552e+06
0.0007,8,4,4,.006411000,767,699,727180
0.0007,9,16,4,.006923000,1035,278,241354
0.0007,10,1,16,.007251000,54,1278,1.18158e+06
0.0007,11,4,16,.007026000,458,1325,1.21165e+06
0.0007,12,16,16,.007026000,1206,977,731790
0.00071,1,1,1,.006531000,1775,1784,1.95816e+06
0.00071,2,4,1,.007365000,1302,403,414303
0.00071,3,16,1,.006964000,1880,120,99723
0.00071,4,1,2,.006822000,597,1137,1.253e+06
0.00071,5,4,2,.006646000,1025,495,499327
0.00071,6,16,2,.006584000,1444,158,145132
0.00071,7,1,4,.006338000,335,1258,1.33621e+06
0.00071,8,4,4,.006593000,793,597,631034
0.00071,9,16,4,.006937000,1318,232,201252
0.00071,10,1,16,.006891000,158,1329,1.21321e+06
0.00071,11,4,16,.006469000,412,1056,924450
0.00071,12,16,16,.006836000,1203,957,693712
0.00071,1,1,1,.005922000,1297,1321,1.44603e+06
0.00071,2,4,1,.005570000,1222,299,317606
0.00071,3,16,1,.005986000,1478,110,102298
0.00071,4,1,2,.006117000,1419,2681,2.9285e+06
0.00071,5,4,2,.006584000,1011,518,534822
0.00071,6,16,2,.006608000,1663,166,140410
0.00071,7,1,4,.006508000,351,1170,1.23602e+06
0.00071,8,4,4,.006950000,834,702,719980
0.00071,9,16,4,.007071000,1281,367,325030
0.00071,10,1,16,.006708000,56,1418,1.47478e+06
0.00071,11,4,16,.006921000,324,1028,1.05032e+06
0.00071,12,16,16,.007736000,1351,915,587732
0.00072,1,1,1,.007059000,1531,1576,1.70796e+06
0.00072,2,4,1,.006710000,1235,347,379019
0.00072,3,16,1,.007283000,1632,90,78309.1
0.00072,4,1,2,.006797000,840,1588,1.6917e+06
0.00072,5,4,2,.007010000,868,526,528179
0.00072,6,16,2,.006871000,1591,160,118267
0.00072,7,1,4,.013091000,1508,3808,1.00774e+06
0.00072,8,4,4,.005883000,717,731,759467
0.00072,9,16,4,.006103000,1496,212,164081
0.00072,10,1,16,.006006000,155,1503,1.31961e+06
0.00072,11,4,16,.006521000,394,1194,1.15193e+06
0.00072,12,16,16,.006809000,1049,811,572656
0.00073,1,1,1,.005762000,1787,1763,1.87086e+06
0.00073,2,4,1,.006403000,1148,270,282206
0.00073,3,16,1,.006775000,1596,70,60553.6
0.00073,4,1,2,.005392000,1488,2921,3.06716e+06
0.00073,5,4,2,.005722000,908,439,458212
0.00073,6,16,2,.007024000,1628,242,197350
0.00073,7,1,4,.006566000,372,1430,1.45886e+06
0.00073,8,4,4,.006608000,818,652,638791
0.00073,9,16,4,.007197000,1541,197,161835
0.00073,10,1,16,.007100000,144,1419,1.19756e+06
0.00073,11,4,16,.006738000,291,1218,1.01966e+06
0.00073,12,16,16,.007622000,963,843,610912
0.00074,1,1,1,.006999000,1896,1857,1.90767e+06
0.00074,2,4,1,.006880000,1308,327,314369
0.00074,3,16,1,.007031000,1698,85,69914.6
0.00074,4,1,2,.006686000,1028,1242,1.53687e+06
0.00074,5,4,2,.006384000,877,513,517942
0.00074,6,16,2,.007113000,1944,163,145670
0.00074,7,1,4,.006875000,317,1260,1.26875e+06
0.00074,8,4,4,.006518000,820,771,762184
0.00074,9,16,4,.007036000,1449,234,195425
0.00074,10,1,16,.006749000,169,1872,1.37222e+06
0.00074,11,4,16,.006066000,366,1274,1.1297e+06
0.00074,12,16,16,.008299000,959,885,554443
0.00075,1,1,1,.005758000,1871,1735,1.80171e+06
0.00075,2,4,1,.006413000,1353,296,300928
0.00075,3,16,1,.006544000,1778,108,92789
0.00075,4,1,2,.006172000,923,1428,1.46286e+06
0.00075,5,4,2,.006297000,1018,478,410060
0.00075,6,16,2,.006468000,1691,81,66057.3
0.00075,7,1,4,.005996000,334,1266,1.27913e+06
0.00075,8,4,4,.006089000,832,698,696611
0.00075,9,16,4,.007123000,1900,395,258515
0.00075,10,1,16,.006839000,177,1627,1.37741e+06
0.00075,11,4,16,.006962000,451,1536,1.25075e+06
0.00075,12,16,16,.007393000,1406,589,364894
0.00076,1,1,1,.007141000,1538,1460,1.49342e+06
0.00076,2,4,1,.007009000,1431,295,294069
0.00076,3,16,1,.006918000,1670,25,19357.3
0.00076,4,1,2,.007166000,833,1218,1.20941e+06
0.00076,5,4,2,.006585000,1026,548,545839
0.00076,6,16,2,.006918000,1508,160,130861
0.00076,7,1,4,.006878000,338,1276,1.28068e+06
0.00076,8,4,4,.007118000,967,705,677923
0.00076,9,16,4,.007077000,1345,384,317816
0.00076,10,1,16,.006809000,192,1362,1.18555e+06
0.00076,11,4,16,.007274000,371,1466,1.18297e+06
0.00076,12,16,16,.007546000,1168,943,610432
0.00077,1,1,1,.006340000,1693,1731,1.74224e+06
0.00077,2,4,1,.005732000,1293,19,18394.5
0.00077,3,16,1,.006747000,1621,31,28000.8
0.00077,4,1,2,.005571000,1373,2528,2.54812e+06
0.00077,5,4,2,.006551000,1083,493,487141
0.00077,6,16,2,.006209000,1579,135,108416
0.00077,7,1,4,.005620000,333,1387,1.36307e+06
0.00077,8,4,4,.006463000,720,720,691477
0.00077,9,16,4,.006979000,1671,283,239546
0.00077,10,1,16,.007117000,230,1902,1.36672e+06
0.00077,11,4,16,.007465000,488,1449,1.0804e+06
0.00077,12,16,16,.007863000,1809,1467,800346
0.00078,1,1,1,.007262000,488,1182,1.19361e+06
0.00078,2,4,1,.006844000,1309,411,411965
0.00078,3,16,1,.006908000,1562,33,27926.7
0.00078,4,1,2,.007591000,890,2137,2.11025e+06
0.00078,5,4,2,.006850000,1139,564,535952
0.00078,6,16,2,.007359000,1535,128,109903
0.00078,7,1,4,.006939000,393,1328,1.24706e+06
0.00078,8,4,4,.006446000,765,759,720256
0.00078,9,16,4,.006867000,1467,189,173574
0.00078,10,1,16,.006755000,178,1695,1.44191e+06
0.00078,11,4,16,.007065000,315,1337,1.08631e+06
0.00078,12,16,16,.007540000,1072,950,627059
0.00079,1,1,1,.006608000,1863,1921,1.89741e+06
0.00079,2,4,1,.035740000,2915,86,31229.7
0.00079,3,16,1,.006472000,1333,57,48539.9
0.00079,4,1,2,.006084000,1693,3274,3.21807e+06
0.00079,5,4,2,.006399000,1173,498,493341
0.00079,6,16,2,.006753000,1318,192,157987
0.00079,7,1,4,.007381000,306,1260,1.18014e+06
0.00079,8,4,4,.006807000,776,833,765027
0.00079,9,16,4,.007632000,1760,412,230346
0.00079,10,1,16,.006977000,126,1666,1.42092e+06
0.00079,11,4,16,.007046000,488,1275,995478
0.00079,12,16,16,.007739000,1296,795,555597
0.0008,1,1,1,.006777000,1987,2044,1.94261e+06
0.0008,2,4,1,.006611000,1248,308,293668
0.0008,3,16,1,.007515000,1693,106,83969.5
0.0008,4,1,2,.006488000,692,1119,1.11203e+06
0.0008,5,4,2,.006443000,1273,562,525459
0.0008,6,16,2,.006896000,1357,158,131398
0.0008,7,1,4,.006826000,376,1295,1.23534e+06
0.0008,8,4,4,.006201000,750,791,737357
0.0008,9,16,4,.006037000,1451,433,332389
0.0008,10,1,16,.006261000,208,1710,1.42319e+06
0.0008,11,4,16,.006712000,523,1487,1.20251e+06
0.0008,12,16,16,.006792000,1170,833,587497
0.00081,1,1,1,.005869000,2077,2069,1.94772e+06
0.00081,2,4,1,.006261000,1326,301,280870
0.00081,3,16,1,.006264000,1493,71,60684.8
0.00081,4,1,2,.006644000,933,1344,1.41638e+06
0.00081,5,4,2,.006837000,1058,585,547225
0.00081,6,16,2,.007497000,1671,156,118537
0.00081,7,1,4,.006812000,304,1355,1.2787e+06
0.00081,8,4,4,.006729000,754,773,705936
0.00081,9,16,4,.007135000,1721,281,215974
0.00081,10,1,16,.006969000,135,1661,1.25461e+06
0.00081,11,4,16,.006950000,551,1295,1.00042e+06
0.00081,12,16,16,.007838000,1315,887,617098
0.00082,1,1,1,.006502000,1973,2007,1.91276e+06
0.00082,2,4,1,.006694000,1529,280,247213
0.00082,3,16,1,.007397000,1832,118,90833.2
0.00082,4,1,2,.006854000,882,1601,1.52135e+06
0.00082,5,4,2,.006860000,1243,489,442935
0.00082,6,16,2,.007291000,1561,214,173233
0.00082,7,1,4,.006345000,450,1440,1.24996e+06
0.00082,8,4,4,.006370000,880,919,837640
0.00082,9,16,4,.007046000,1418,215,171286
0.00082,10,1,16,.007580000,125,1709,1.33316e+06
0.00082,11,4,16,.006290000,440,1629,1.24576e+06
0.00082,12,16,16,.006967000,1266,792,472045
0.00083,1,1,1,.006560000,1591,1599,1.47114e+06
0.00083,2,4,1,.005688000,1283,322,291903
0.00083,3,16,1,.007540000,1934,61,43878.3
0.00083,4,1,2,.006783000,1615,3211,3.01007e+06
0.00083,5,4,2,.008789000,1249,526,441385
0.00083,6,16,2,.007418000,1553,127,96639.2
0.00083,7,1,4,.007353000,395,1272,1.17134e+06
0.00083,8,4,4,.006863000,923,808,725431
0.00083,9,16,4,.007093000,1678,262,212650
0.00083,10,1,16,.007023000,180,2147,1.72246e+06
0.00083,11,4,16,.007060000,631,1404,1.05488e+06
0.00083,12,16,16,.007202000,1279,1055,663400
0.00084,1,1,1,.007368000,1935,1979,1.83024e+06
0.00084,2,4,1,.007109000,1466,383,342908
0.00084,3,16,1,.007176000,1508,62,45147.8
0.00084,4,1,2,.006501000,1341,2329,2.15249e+06
0.00084,5,4,2,.007017000,1114,513,468108
0.00084,6,16,2,.006893000,1653,169,131747
0.00084,7,1,4,.006437000,445,1488,1.36682e+06
0.00084,8,4,4,.005732000,986,783,682609
0.00084,9,16,4,.006005000,1386,363,290168
0.00084,10,1,16,.006726000,269,1892,1.53214e+06
0.00084,11,4,16,.007018000,448,1649,1.21573e+06
0.00084,12,16,16,.006900000,1073,938,653291
0.00085,1,1,1,.038502000,2078,1984,1.77784e+06
0.00085,2,4,1,.005633000,1434,316,284564
0.00085,3,16,1,.006418000,1756,72,48446.8
0.00085,4,1,2,.006270000,1551,3147,2.85292e+06
0.00085,5,4,2,.005780000,1079,471,410726
0.00085,6,16,2,.006612000,1773,233,178670
0.00085,7,1,4,.007322000,293,1428,1.29842e+06
0.00085,8,4,4,.005675000,942,871,778940
0.00085,9,16,4,.006823000,1598,496,366007
0.00085,10,1,16,.006854000,217,1965,1.51898e+06
0.00085,11,4,16,.006607000,458,1347,987928
0.00085,12,16,16,.007408000,1570,683,474382
0.00086,1,1,1,.006453000,2159,2134,1.93446e+06
0.00086,2,4,1,.006976000,1720,310,265053
0.00086,3,16,1,.007257000,1649,58,45810.6
0.00086,4,1,2,.006104000,1723,3373,3.055e+06
0.00086,5,4,2,.006596000,996,493,435645
0.00086,6,16,2,.006387000,1575,156,123105
0.00086,7,1,4,.005970000,431,1368,1.22919e+06
0.00086,8,4,4,.006781000,847,814,676755
0.00086,9,16,4,.006519000,2444,322,224959
0.00086,10,1,16,.006605000,112,1771,1.3482e+06
0.00086,11,4,16,.006729000,519,1340,1.00825e+06
0.00086,12,16,16,.006892000,1603,1343,761590
0.00087,1,1,1,.005912000,2014,2053,1.84464e+06
0.00087,2,4,1,.006016000,1446,356,317173
0.00087,3,16,1,.006716000,1751,43,32820.3
0.00087,4,1,2,.006195000,1478,2986,2.6778e+06
0.00087,5,4,2,.005673000,1163,576,503314
0.00087,6,16,2,.006722000,1729,143,101152
0.00087,7,1,4,.005942000,410,1426,1.27418e+06
0.00087,8,4,4,.005769000,970,801,689024
0.00087,9,16,4,.006631000,1624,264,195164
0.00087,10,1,16,.006378000,194,1729,1.36082e+06
0.00087,11,4,16,.006303000,450,1510,1.15193e+06
0.00087,12,16,16,.006619000,1302,809,549434
0.00088,1,1,1,.006206000,1765,1667,1.46719e+06
0.00088,2,4,1,.005933000,1510,355,303084
0.00088,3,16,1,.007082000,1871,95,70794.2
0.00088,4,1,2,.005991000,1573,3121,2.90307e+06
0.00088,5,4,2,.005892000,1286,575,492386
0.00088,6,16,2,.006637000,1625,116,83845.3
0.00088,7,1,4,.005841000,448,1404,1.23205e+06
0.00088,8,4,4,.005904000,954,772,662329
0.00088,9,16,4,.007035000,1679,300,191613
0.00088,10,1,16,.006361000,160,1830,1.43596e+06
0.00088,11,4,16,.006485000,301,1628,1.24632e+06
0.00088,12,16,16,.006905000,1220,715,478828
0.00089,1,1,1,.005868000,1891,1808,1.59197e+06
0.00089,2,4,1,.006022000,1431,377,326108
0.00089,3,16,1,.006132000,2030,45,33342.6
0.00089,4,1,2,.006278000,1892,3710,3.24275e+06
0.00089,5,4,2,.006407000,1196,593,508813
0.00089,6,16,2,.006332000,1378,222,168721
0.00089,7,1,4,.006931000,479,1500,1.29187e+06
0.00089,8,4,4,.006808000,845,895,752602
0.00089,9,16,4,.006458000,1761,386,266508
0.00089,10,1,16,.006971000,193,2090,1.45917e+06
0.00089,11,4,16,.007217000,335,1392,988671
0.00089,12,16,16,.006634000,1489,817,537024
0.0009,1,1,1,.006625000,2112,2035,1.77118e+06
0.0009,2,4,1,.006366000,1604,370,318135
0.0009,3,16,1,.007529000,2060,74,54826.7
0.0009,4,1,2,.006852000,1607,2856,2.40269e+06
0.0009,5,4,2,.009544000,1030,857,744701
0.0009,6,16,2,.012616000,2748,92,60482.6
0.0009,7,1,4,.007828000,167,2698,2.30262e+06
0.0009,8,4,4,.009162000,862,849,707318
0.0009,9,16,4,.010632000,1888,159,106610
0.0009,10,1,16,.007768000,98,1637,1.22391e+06
0.0009,11,4,16,.008360000,593,1445,938288
0.0009,12,16,16,.008372000,1447,1091,591523
0.001,1,1,1,.008535000,2547,2529,1.92148e+06
0.001,2,4,1,.008189000,1472,336,255424
0.001,3,16,1,.006695000,1969,96,67380.8
0.001,4,1,2,.006514000,1693,3421,2.67187e+06
0.001,5,4,2,.006057000,1216,597,461066
0.001,6,16,2,.007137000,2092,225,117419
0.001,7,1,4,.006308000,462,1727,1.3107e+06
0.001,8,4,4,.006131000,966,871,650020
0.001,9,16,4,.007005000,1631,509,340877
0.001,10,1,16,.006680000,139,1944,1.29987e+06
0.001,11,4,16,.006421000,455,1469,1.01213e+06
0.001,12,16,16,.007021000,1060,885,590394
0.0021,1,1,1,.007832000,5335,5356,1.99981e+06
0.0021,2,4,1,.007563000,3651,894,334710
0.0021,3,16,1,.008999000,4133,274,87242.7
0.0021,4,1,2,.008256000,2990,5856,2.20615e+06
0.0021,5,4,2,.010663000,2610,1494,557638
0.0021,6,16,2,.007973000,3683,421,144442
0.0021,7,1,4,.008105000,779,3491,1.30757e+06
0.0021,8,4,4,.007564000,2175,2274,831741
0.0021,9,16,4,.008607000,3412,652,230280
0.0021,10,1,16,.007602000,272,3799,1.38704e+06
0.0021,11,4,16,.008081000,921,3461,1.21231e+06
0.0021,12,16,16,.008868000,2230,2229,738266
0.0022,1,1,1,.008106000,5580,5528,1.99424e+06
0.0022,2,4,1,.008178000,3632,935,334477
0.0022,3,16,1,.008308000,4276,197,65895.5
0.0022,4,1,2,.007867000,2746,4733,1.69648e+06
0.0022,5,4,2,.007930000,3192,1479,528825
0.0022,6,16,2,.007876000,3908,383,130841
0.0022,7,1,4,.008027000,1004,3872,1.37902e+06
0.0022,8,4,4,.007711000,2294,2260,801566
0.0022,9,16,4,.008025000,3012,843,281324
0.0022,10,1,16,.007861000,387,3936,1.33876e+06
0.0022,11,4,16,.008483000,912,3545,1.16987e+06
0.0022,12,16,16,.008083000,2451,1907,625609
0.0023,1,1,1,.008928000,5774,5521,1.90398e+06
0.0023,2,4,1,.008572000,3464,878,352121
0.0023,3,16,1,.008838000,3976,390,125315
0.0023,4,1,2,.008793000,3731,7049,2.42484e+06
0.0023,5,4,2,.009043000,3174,1579,519780
0.0023,6,16,2,.008983000,3731,450,147370
0.0023,7,1,4,.008348000,903,3856,1.31572e+06
0.0023,8,4,4,.009132000,2429,2280,771976
0.0023,9,16,4,.009832000,4216,873,268460
0.0023,10,1,16,.009398000,271,4196,1.32563e+06
0.0023,11,4,16,.009287000,1133,3417,1.06519e+06
0.0023,12,16,16,.009481000,2729,2168,620431
0.0024,1,1,1,.008931000,5389,5499,1.81775e+06
0.0024,2,4,1,.008343000,3991,992,324849
0.0024,3,16,1,.008255000,3974,226,70799.2
0.0024,4,1,2,.008429000,4114,7973,2.6338e+06
0.0024,5,4,2,.007927000,3250,1560,511824
0.0024,6,16,2,.008361000,3875,427,132574
0.0024,7,1,4,.008073000,1051,3927,1.29296e+06
0.0024,8,4,4,.008500000,2102,1733,567683
0.0024,9,16,4,.008640000,3515,829,255723
0.0024,10,1,16,.008296000,299,4759,1.49533e+06
0.0024,11,4,16,.008770000,1311,4473,1.31572e+06
0.0024,12,16,16,.008241000,2554,1880,574651
0.0025,1,1,1,.008665000,6260,6267,1.98721e+06
0.0025,2,4,1,.008423000,3752,939,319955
0.0025,3,16,1,.009519000,4593,198,59713.5
0.0025,4,1,2,.008989000,2622,5160,1.84168e+06
0.0025,5,4,2,.009057000,3610,1643,513705
0.0025,6,16,2,.009234000,4185,619,184790
0.0025,7,1,4,.008922000,867,3544,1.26383e+06
0.0025,8,4,4,.008613000,2327,2029,748283
0.0025,9,16,4,.008906000,3980,944,276605
0.0025,10,1,16,.008835000,222,4499,1.42175e+06
0.0025,11,4,16,.009216000,972,3525,1.06129e+06
0.0025,12,16,16,.012107000,2994,2099,600243
0.0026,1,1,1,.009035000,5894,5937,1.8095e+06
0.0026,2,4,1,.008357000,4405,969,293510
0.0026,3,16,1,.008653000,4815,231,66278.5
0.0026,4,1,2,.008787000,2472,5764,1.75906e+06
0.0026,5,4,2,.008527000,2973,1612,513466
0.0026,6,16,2,.008466000,4044,467,144688
0.0026,7,1,4,.007936000,1064,4352,1.3225e+06
0.0026,8,4,4,.008591000,2486,2423,732307
0.0026,9,16,4,.008876000,4007,833,238411
0.0026,10,1,16,.009119000,353,5006,1.39466e+06
0.0026,11,4,16,.009686000,1018,4220,1.19212e+06
0.0026,12,16,16,.009723000,2595,2317,616884
0.0027,1,1,1,.009429000,6412,6432,1.89078e+06
0.0027,2,4,1,.009186000,4750,1054,307771
0.0027,3,16,1,.009513000,5140,369,100461
0.0027,4,1,2,.009099000,3448,7227,2.11889e+06
0.0027,5,4,2,.009239000,3699,1705,496273
0.0027,6,16,2,.010028000,4417,564,149977
0.0027,7,1,4,.009307000,1084,4250,1.24193e+06
0.0027,8,4,4,.008560000,2379,2151,741085
0.0027,9,16,4,.008972000,4146,971,269785
0.0027,10,1,16,.009097000,331,5183,1.43554e+06
0.0027,11,4,16,.009164000,1031,4075,1.11889e+06
0.0027,12,16,16,.009287000,2688,2549,676868
0.0028,1,1,1,.009114000,7220,7198,2.03529e+06
0.0028,2,4,1,.008524000,4735,1183,333874
0.0028,3,16,1,.008848000,5103,305,81795.9
0.0028,4,1,2,.008444000,3968,7869,2.23152e+06
0.0028,5,4,2,.009024000,3680,1947,510433
0.0028,6,16,2,.009291000,4872,464,122849
0.0028,7,1,4,.008278000,1186,4548,1.28272e+06
0.0028,8,4,4,.009472000,2677,2811,786707
0.0028,9,16,4,.008958000,3847,1041,300623
0.0028,10,1,16,.009105000,421,5226,1.39162e+06
0.0028,11,4,16,.008994000,1013,4499,1.2159e+06
0.0028,12,16,16,.009269000,2831,2145,639347
0.0029,1,1,1,.009183000,6483,6498,1.77783e+06
0.0029,2,4,1,.009224000,4713,1177,320634
0.0029,3,16,1,.009640000,4900,269,69225.8
0.0029,4,1,2,.009012000,3924,6174,1.68817e+06
0.0029,5,4,2,.009583000,3656,1927,521927
0.0029,6,16,2,.009695000,5494,762,196037
0.0029,7,1,4,.009279000,1385,4673,1.26991e+06
0.0029,8,4,4,.009409000,2894,2557,691991
0.0029,9,16,4,.010635000,4555,1066,268873
0.0029,10,1,16,.010292000,386,5119,1.31229e+06
0.0029,11,4,16,.009720000,1082,4518,1.16076e+06
0.0029,12,16,16,.010033000,3314,2779,673188
0.0031,1,1,1,.009778000,5869,5912,1.51468e+06
0.0031,2,4,1,.009364000,4815,1287,327564
0.0031,3,16,1,.009966000,5981,247,60276.4
0.0031,4,1,2,.009493000,3328,6315,1.61371e+06
0.0031,5,4,2,.009669000,4266,1972,499710
0.0031,6,16,2,.009430000,5062,641,156216
0.0031,7,1,4,.009382000,1529,4899,1.24521e+06
0.0031,8,4,4,.009875000,2774,3191,808013
0.0031,9,16,4,.010101000,4850,1207,277277
0.0031,10,1,16,.010518000,330,4895,1.19473e+06
0.0031,11,4,16,.011342000,1652,4300,1.04308e+06
0.0031,12,16,16,.012277000,4339,3270,785869
0.0032,1,1,1,.010474000,6925,7022,1.74695e+06
0.0032,2,4,1,.011551000,5856,884,222473
0.0032,3,16,1,.010760000,5963,223,53132.7
0.0032,4,1,2,.010159000,3354,6840,1.68686e+06
0.0032,5,4,2,.010462000,4338,2229,546524
0.0032,6,16,2,.011303000,6002,759,167933
0.0032,7,1,4,.010755000,1349,5606,1.3799e+06
0.0032,8,4,4,.009996000,3286,3227,791726
0.0032,9,16,4,.010477000,6036,1075,249424
0.0032,10,1,16,.009767000,366,6105,1.43107e+06
0.0032,11,4,16,.009997000,1521,4960,1.16383e+06
0.0032,12,16,16,.010654000,3452,3083,625318
0.0033,1,1,1,.010051000,7524,7352,1.76365e+06
0.0033,2,4,1,.010507000,6101,1330,318264
0.0033,3,16,1,.010322000,5697,321,68950.1
0.0033,4,1,2,.010325000,2437,6155,1.47926e+06
0.0033,5,4,2,.010168000,3680,2031,483762
0.0033,6,16,2,.010542000,5110,710,162546
0.0033,7,1,4,.010559000,1467,5704,1.36135e+06
0.0033,8,4,4,.010694000,2652,2573,601665
0.0033,9,16,4,.009896000,4380,1115,306874
0.0033,10,1,16,.009962000,397,5517,1.26233e+06
0.0033,11,4,16,.010332000,1230,4311,971018
0.0033,12,16,16,.011050000,3102,2498,543084
0.0034,1,1,1,.010074000,7384,7237,1.68484e+06
0.0034,2,4,1,.009263000,5860,1615,377555
0.0034,3,16,1,.010468000,5445,325,68920.4
0.0034,4,1,2,.009799000,4616,9145,2.1398e+06
0.0034,5,4,2,.008941000,3581,2053,517302
0.0034,6,16,2,.010102000,4704,802,178602
0.0034,7,1,4,.010363000,1415,5024,1.15285e+06
0.0034,8,4,4,.010587000,3340,2951,677371
0.0034,9,16,4,.011250000,4986,1520,303906
0.0034,10,1,16,.009382000,348,6045,1.59439e+06
0.0034,11,4,16,.010745000,1334,4789,1.0615e+06
0.0034,12,16,16,.011212000,3138,2809,581185
0.0035,1,1,1,.010677000,7686,7803,1.77619e+06
