sleep_s,test_case,producers,consumers,elapsed_s,produced,consumed,throughput
0.00051,5,4,2,.006373000,759,351,485002
0.00051,6,16,2,.007035000,966,94,111534
0.00051,7,1,4,.006783000,185,290,410197
0.00051,8,4,4,.011711000,576,442,618721
0.00051,9,16,4,.007618000,936,116,111378
0.00051,10,1,16,.006998000,95,924,1.09967e+06
0.00051,11,4,16,.007109000,476,739,761856
0.00051,12,16,16,.007242000,957,612,565490
0.00051,1,1,1,.007499000,1260,1213,1.82839e+06
0.00051,2,4,1,.009206000,891,234,342197
0.00051,3,16,1,.005427000,1104,110,132132
0.00051,4,1,2,.005857000,880,1468,2.19958e+06
0.00051,5,4,2,.005715000,721,386,556864
0.00051,6,16,2,.005794000,1037,121,143061
0.00051,7,1,4,.005751000,211,793,1.15228e+06
0.00051,8,4,4,.007587000,681,820,1.15061e+06
0.00051,9,16,4,.006396000,1049,198,228767
0.00051,10,1,16,.006022000,173,1136,1.29982e+06
0.00051,11,4,16,.006636000,372,1137,1.31082e+06
0.00051,12,16,16,.006325000,1212,696,648573
0.00052,1,1,1,.005725000,1313,1256,1.80889e+06
0.00052,2,4,1,.005820000,838,211,301518
0.00052,3,16,1,.005848000,1153,44,52513.8
0.00052,4,1,2,.006354000,317,418,731337
0.00052,5,4,2,.006228000,656,322,466280
0.00052,6,16,2,.006319000,1144,60,70384.7
0.00052,7,1,4,.005668000,269,798,1.14977e+06
0.00052,8,4,4,.006081000,536,440,619373
0.00052,9,16,4,.005702000,1216,198,217155
0.00052,10,1,16,.006340000,163,1233,1.44853e+06
0.00052,11,4,16,.006105000,319,1073,1.21078e+06
0.00052,12,16,16,.006285000,1162,655,599909
0.00053,1,1,1,.006463000,1251,1272,1.825e+06
0.00053,2,4,1,.005815000,898,196,278318
0.00053,3,16,1,.006244000,1171,17,20861
0.00053,4,1,2,.005753000,1150,2243,3.19867e+06
0.00053,5,4,2,.005559000,612,272,389310
0.00053,6,16,2,.005928000,1039,163,183488
0.00053,7,1,4,.005520000,234,813,1.12909e+06
0.00053,8,4,4,.005895000,594,533,719177
0.00053,9,16,4,.005774000,1285,150,163741
0.00053,10,1,16,.005631000,110,971,1.17377e+06
0.00053,11,4,16,.005902000,429,853,971596
0.00053,12,16,16,.005995000,932,708,685012
0.00054,1,1,1,.006199000,1243,1199,1.71255e+06
0.00054,2,4,1,.006338000,850,220,296996
0.00054,3,16,1,.006745000,1270,49,54603.7
0.00054,4,1,2,.007042000,489,838,1.21718e+06
0.00054,5,4,2,.006498000,989,386,511174
0.00054,6,16,2,.006948000,1126,171,185609
0.00054,7,1,4,.006091000,268,765,1.04881e+06
0.00054,8,4,4,.006704000,612,430,577763
0.00054,9,16,4,.006490000,1007,190,207280
0.00054,10,1,16,.006589000,71,1182,1.38582e+06
0.00054,11,4,16,.006713000,332,858,943112
0.00054,12,16,16,.006736000,1069,600,533392
0.00055,1,1,1,.006469000,1308,1280,1.77951e+06
0.00055,2,4,1,.005634000,876,182,247021
0.00055,3,16,1,.005787000,1181,85,103931
0.00055,4,1,2,.005606000,1235,2335,3.16634e+06
0.00055,5,4,2,.005897000,798,387,509218
0.00055,6,16,2,.006645000,1228,88,91357.4
0.00055,7,1,4,.005757000,290,696,964831
0.00055,8,4,4,.006270000,545,476,622614
0.00055,9,16,4,.005747000,981,176,191417
0.00055,10,1,16,.005919000,182,1182,1.37229e+06
0.00055,11,4,16,.006633000,369,915,946383
0.00055,12,16,16,.006009000,867,676,602381
0.00056,1,1,1,.005890000,1368,1298,1.78655e+06
0.00056,2,4,1,.005658000,902,255,340905
0.00056,3,16,1,.006358000,1411,100,109136
0.00056,4,1,2,.006252000,1312,2407,3.25919e+06
0.00056,5,4,2,.006524000,912,325,428897
0.00056,6,16,2,.006524000,1024,103,105425
0.00056,7,1,4,.005593000,268,908,1.21686e+06
0.00056,8,4,4,.006099000,665,489,632191
0.00056,9,16,4,.006145000,1053,153,173028
0.00056,10,1,16,.006025000,94,622,718810
0.00056,11,4,16,.005892000,457,1058,1.16885e+06
0.00056,12,16,16,.007298000,823,436,406274
0.00057,1,1,1,.005609000,1446,1356,1.84324e+06
0.00057,2,4,1,.005669000,960,236,312906
0.00057,3,16,1,.006037000,1265,28,30449.9
0.00057,4,1,2,.005468000,832,1369,1.85389e+06
0.00057,5,4,2,.005764000,877,388,501968
0.00057,6,16,2,.006507000,1346,110,122648
0.00057,7,1,4,.005611000,266,687,904222
0.00057,8,4,4,.006056000,597,578,736126
0.00057,9,16,4,.005747000,1206,182,193641
0.00057,10,1,16,.005495000,160,895,992914
0.00057,11,4,16,.006763000,399,1025,1.10437e+06
0.00057,12,16,16,.006455000,1013,905,801802
0.00058,1,1,1,.006725000,1393,1210,1.60009e+06
0.00058,2,4,1,.005750000,986,233,306605
0.00058,3,16,1,.007072000,1302,54,56849.6
0.00058,4,1,2,.006167000,414,796,1.03462e+06
0.00058,5,4,2,.005726000,915,390,501466
0.00058,6,16,2,.006103000,1181,135,149960
0.00058,7,1,4,.005546000,245,930,1.2117e+06
0.00058,8,4,4,.006970000,673,661,755284
0.00058,9,16,4,.006627000,1168,232,223531
0.00058,10,1,16,.006960000,138,1176,1.28914e+06
0.00058,11,4,16,.006456000,379,1200,1.2022e+06
0.00058,12,16,16,.007333000,2027,1268,910047
0.00059,1,1,1,.006389000,1444,1374,1.79257e+06
0.00059,2,4,1,.006382000,1028,304,382490
0.00059,3,16,1,.006322000,1287,34,36302.1
0.00059,4,1,2,.005800000,1182,2214,2.90203e+06
0.00059,5,4,2,.006083000,1089,446,549148
0.00059,6,16,2,.005992000,1248,112,110830
0.00059,7,1,4,.006257000,275,863,1.11198e+06
0.00059,8,4,4,.005494000,620,572,711660
0.00059,9,16,4,.006402000,1030,240,236550
0.00059,10,1,16,.005541000,128,1096,1.19131e+06
0.00059,11,4,16,.006456000,373,1195,1.15008e+06
0.00059,12,16,16,.006726000,905,786,678000
0.0006,1,1,1,.006167000,1535,1490,1.86322e+06
0.0006,2,4,1,.006163000,999,276,350530
0.0006,3,16,1,.006453000,1437,58,61639.3
0.0006,4,1,2,.005788000,1153,2092,2.65483e+06
0.0006,5,4,2,.006199000,956,417,480367
0.0006,6,16,2,.006438000,1313,137,145168
0.0006,7,1,4,.005644000,279,897,1.10559e+06
0.0006,8,4,4,.005885000,671,524,632495
0.0006,9,16,4,.006645000,1312,248,236521
0.0006,10,1,16,.005908000,163,1126,1.26456e+06
0.0006,11,4,16,.006167000,359,1156,1.15253e+06
0.0006,12,16,16,.007087000,1118,1022,712079
0.0007,1,1,1,.006427000,1413,1346,1.49993e+06
0.0007,2,4,1,.006565000,1240,276,297280
0.0007,3,16,1,.006606000,1662,145,116640
0.0007,4,1,2,.006409000,1142,1967,2.18614e+06
0.0007,5,4,2,.006548000,962,451,472787
0.0007,6,16,2,.006292000,1441,141,127108
0.0007,7,1,4,.005843000,350,1134,1.24344e+06
0.0007,8,4,4,.006053000,739,749,789612
0.0007,9,16,4,.006415000,1213,262,230069
0.0007,10,1,16,.005862000,180,1246,1.19103e+06
0.0007,11,4,16,.006238000,348,1373,1.213e+06
0.0007,12,16,16,.006589000,1061,788,594624
0.00071,1,1,1,.006092000,1047,927,1.01914e+06
0.00071,2,4,1,.006504000,1161,256,272582
0.00071,3,16,1,.007026000,1364,46,41506.9
0.00071,4,1,2,.006482000,866,1455,1.58136e+06
0.00071,5,4,2,.006999000,986,560,571550
0.00071,6,16,2,.007332000,1594,121,96876.5
0.00071,7,1,4,.007377000,351,1031,1.08513e+06
0.00071,8,4,4,.006564000,749,645,672075
0.00071,9,16,4,.007079000,1369,300,264046
0.00071,10,1,16,.044889000,103,4245,2.09192e+06
0.00071,11,4,16,.006937000,415,1280,1.15951e+06
0.00071,12,16,16,.006218000,980,844,695879
0.00071,1,1,1,.006292000,1735,1385,1.50434e+06
0.00071,2,4,1,.006435000,1872,236,247045
0.00071,3,16,1,.011070000,1410,107,89039.9
0.00071,4,1,2,.005755000,1490,2824,3.00146e+06
0.00071,5,4,2,.006208000,943,462,485314
0.00071,6,16,2,.006921000,1457,175,164699
0.00071,7,1,4,.006320000,356,1029,1.11194e+06
0.00071,8,4,4,.006643000,644,640,653617
0.00071,9,16,4,.008025000,1738,312,250963
0.00071,10,1,16,.006604000,159,1490,1.30468e+06
0.00071,11,4,16,.006332000,376,1423,1.28808e+06
0.00071,12,16,16,.006793000,1068,811,620585
0.00072,1,1,1,.006343000,1768,1713,1.85122e+06
0.00072,2,4,1,.005792000,1249,270,283266
0.00072,3,16,1,.007096000,1702,156,134251
0.00072,4,1,2,.006114000,1507,2812,3.01647e+06
0.00072,5,4,2,.005679000,1079,453,478234
0.00072,6,16,2,.006565000,1562,171,149590
0.00072,7,1,4,.006149000,339,1091,1.13384e+06
0.00072,8,4,4,.006760000,641,693,719082
0.00072,9,16,4,.005942000,1307,241,206823
0.00072,10,1,16,.005702000,136,1098,1.0271e+06
0.00072,11,4,16,.006250000,355,1198,1.07298e+06
0.00072,12,16,16,.006548000,1031,838,633606
0.00073,1,1,1,.006184000,1833,1772,1.84767e+06
0.00073,2,4,1,.006068000,1271,283,291257
0.00073,3,16,1,.006109000,1482,69,61091.2
0.00073,4,1,2,.005544000,1534,2959,3.17727e+06
0.00073,5,4,2,.006101000,1044,457,468203
0.00073,6,16,2,.006097000,1386,217,189244
0.00073,7,1,4,.006227000,251,925,966835
0.00073,8,4,4,.006158000,663,616,628182
0.00073,9,16,4,.006145000,1371,277,241678
0.00073,10,1,16,.006020000,89,1159,1.02862e+06
0.00073,11,4,16,.006030000,432,1081,949940
0.00073,12,16,16,.007144000,1160,987,626622
0.00074,1,1,1,.006076000,1822,1763,1.86176e+06
0.00074,2,4,1,.005427000,1247,330,341242
0.00074,3,16,1,.006665000,1367,75,67511.9
0.00074,4,1,2,.006728000,1261,2421,2.52604e+06
0.00074,5,4,2,.006095000,1040,440,446492
0.00074,6,16,2,.006083000,1514,155,132848
0.00074,7,1,4,.006107000,340,1284,1.32304e+06
0.00074,8,4,4,.005867000,820,701,709384
0.00074,9,16,4,.006386000,1329,255,214724
0.00074,10,1,16,.010442000,32,0,0
0.00074,11,4,16,.006273000,408,1283,1.10777e+06
0.00074,12,16,16,.006344000,974,898,663086
0.00075,1,1,1,.006742000,1966,1914,1.93589e+06
0.00075,2,4,1,.005627000,1220,306,311557
0.00075,3,16,1,.006549000,1638,110,94661
0.00075,4,1,2,.005694000,1505,2843,2.92171e+06
0.00075,5,4,2,.006110000,970,560,567264
0.00075,6,16,2,.006372000,1397,245,218693
0.00075,7,1,4,.006157000,312,1173,1.18919e+06
0.00075,8,4,4,.008460000,837,784,764848
0.00075,9,16,4,.007119000,1407,332,279080
0.00075,10,1,16,.009238000,122,1328,1.15741e+06
0.00075,11,4,16,.007541000,1013,1815,1.54836e+06
0.00075,12,16,16,.008607000,1096,921,619751
0.00076,1,1,1,.007674000,1373,1153,1.18041e+06
0.00076,2,4,1,.007097000,1555,263,231461
0.00076,3,16,1,.007665000,1611,105,84606.3
0.00076,4,1,2,.006742000,617,799,809729
0.00076,5,4,2,.006977000,1041,467,461557
0.00076,6,16,2,.006810000,1353,141,130017
0.00076,7,1,4,.006689000,413,1175,1.10801e+06
0.00076,8,4,4,.006999000,884,619,592463
0.00076,9,16,4,.006981000,1312,348,292551
0.00076,10,1,16,.006709000,143,886,793153
0.00076,11,4,16,.006194000,441,1378,1.14478e+06
0.00076,12,16,16,.006639000,1229,860,642531
0.00077,1,1,1,.006131000,1532,1592,1.63777e+06
0.00077,2,4,1,.005982000,1388,263,258349
0.00077,3,16,1,.006478000,1886,162,140098
0.00077,4,1,2,.006648000,1036,2029,2.04667e+06
0.00077,5,4,2,.006152000,1122,463,454480
0.00077,6,16,2,.006229000,1581,106,87117.3
0.00077,7,1,4,.005896000,358,1163,1.15387e+06
0.00077,8,4,4,.006622000,749,749,713248
0.00077,9,16,4,.006671000,1389,301,244186
0.00077,10,1,16,.006964000,162,1697,1.43452e+06
0.00077,11,4,16,.006849000,444,1224,994739
0.00077,12,16,16,.007078000,1278,1011,687597
0.00078,1,1,1,.006422000,1515,1486,1.47885e+06
0.00078,2,4,1,.006743000,1229,286,280114
0.00078,3,16,1,.007027000,1643,50,41843.9
0.00078,4,1,2,.006841000,663,1117,1.10968e+06
0.00078,5,4,2,.006621000,1229,570,553988
0.00078,6,16,2,.006699000,1299,176,154742
0.00078,7,1,4,.006759000,322,1006,981761
0.00078,8,4,4,.006740000,941,695,636763
0.00078,9,16,4,.006292000,1188,320,291763
0.00078,10,1,16,.006527000,160,1615,1.30705e+06
0.00078,11,4,16,.006546000,406,1316,1.07741e+06
0.00078,12,16,16,.006836000,1195,723,551001
0.00079,1,1,1,.006902000,1812,1792,1.77624e+06
0.00079,2,4,1,.006406000,1296,253,249245
0.00079,3,16,1,.006708000,1448,88,74076.7
0.00079,4,1,2,.005904000,1546,2810,2.74135e+06
0.00079,5,4,2,.006445000,1025,491,466139
0.00079,6,16,2,.006597000,1679,223,180573
0.00079,7,1,4,.005880000,334,1279,1.23875e+06
0.00079,8,4,4,.006041000,727,695,648221
0.00079,9,16,4,.006498000,1727,249,201912
0.00079,10,1,16,.007069000,108,472,400499
0.00079,11,4,16,.007388000,468,1222,964985
0.00079,12,16,16,.007203000,1234,744,513321
0.0008,1,1,1,.006823000,2012,1953,1.86676e+06
0.0008,2,4,1,.007053000,1283,294,280369
0.0008,3,16,1,.007143000,1619,91,79309.8
0.0008,4,1,2,.006553000,807,1146,1.08703e+06
0.0008,5,4,2,.007025000,1235,581,553257
0.0008,6,16,2,.007613000,1354,181,144559
0.0008,7,1,4,.007097000,318,1266,1.17813e+06
0.0008,8,4,4,.007436000,856,756,685533
0.0008,9,16,4,.007224000,1706,338,245387
0.0008,10,1,16,.006845000,104,1182,969500
0.0008,11,4,16,.006012000,461,1254,1.01923e+06
0.0008,12,16,16,.006772000,1192,758,539230
0.00081,1,1,1,.005920000,1919,1869,1.80404e+06
0.00081,2,4,1,.006374000,1220,359,338387
0.00081,3,16,1,.006316000,1758,78,63993.4
0.00081,4,1,2,.005687000,1821,3493,3.3435e+06
0.00081,5,4,2,.006463000,1213,586,542091
0.00081,6,16,2,.006784000,1650,237,185773
0.00081,7,1,4,.005801000,339,1401,1.32301e+06
0.00081,8,4,4,.005965000,833,1015,930580
0.00081,9,16,4,.007205000,1669,168,131460
0.00081,10,1,16,.006471000,153,1618,1.26902e+06
0.00081,11,4,16,.005979000,281,1366,1.12121e+06
0.00081,12,16,16,.006432000,1419,854,613426
0.00082,1,1,1,.005899000,2152,2101,1.96063e+06
0.00082,2,4,1,.006200000,1304,285,260919
0.00082,3,16,1,.005948000,1797,35,28687.5
0.00082,4,1,2,.006445000,1328,2613,2.47854e+06
0.00082,5,4,2,.006222000,1153,542,501833
0.00082,6,16,2,.006025000,1541,272,219517
0.00082,7,1,4,.006352000,397,1285,1.21717e+06
0.00082,8,4,4,.006487000,898,753,675867
0.00082,9,16,4,.006502000,1483,292,230125
0.00082,10,1,16,.006615000,202,1736,1.41783e+06
0.00082,11,4,16,.006710000,382,1385,1.06469e+06
0.00082,12,16,16,.007732000,1317,857,587906
0.00083,1,1,1,.006646000,1806,1776,1.67247e+06
0.00083,2,4,1,.007212000,1438,272,247451
0.00083,3,16,1,.006555000,1456,59,47101.1
0.00083,4,1,2,.006881000,1078,2132,1.95585e+06
0.00083,5,4,2,.006960000,1157,582,515348
0.00083,6,16,2,.007189000,1615,138,113303
0.00083,7,1,4,.006934000,407,1187,1.09499e+06
0.00083,8,4,4,.006927000,727,795,691329
0.00083,9,16,4,.006862000,1362,377,291852
0.00083,10,1,16,.006791000,134,1346,1.08516e+06
0.00083,11,4,16,.007040000,382,1404,1.1741e+06
0.00083,12,16,16,.007069000,1253,880,629157
0.00084,1,1,1,.006289000,1458,1395,1.30031e+06
0.00084,2,4,1,.005890000,1349,408,371643
0.00084,3,16,1,.006827000,1735,92,75106
0.00084,4,1,2,.006135000,1793,3408,3.12657e+06
0.00084,5,4,2,.005782000,1160,565,514760
0.00084,6,16,2,.006808000,1404,102,94813.9
0.00084,7,1,4,.006308000,419,1419,1.29227e+06
0.00084,8,4,4,.007911000,778,724,638048
0.00084,9,16,4,.007655000,1893,351,239700
0.00084,10,1,16,.007565000,99,1326,990823
0.00084,11,4,16,.007245000,429,1509,1.14603e+06
0.00084,12,16,16,.007534000,1370,948,605423
0.00085,1,1,1,.006755000,2022,1918,1.73502e+06
0.00085,2,4,1,.006772000,1536,317,279408
0.00085,3,16,1,.008497000,2118,136,98607.3
0.00085,4,1,2,.007386000,674,1414,1.2107e+06
0.00085,5,4,2,.006987000,1089,572,514679
0.00085,6,16,2,.006980000,1764,169,129160
0.00085,7,1,4,.006948000,364,1276,1.14486e+06
0.00085,8,4,4,.006935000,791,702,612858
0.00085,9,16,4,.006327000,1593,434,326122
0.00085,10,1,16,.006868000,209,1584,1.21088e+06
0.00085,11,4,16,.007826000,416,1624,1.23679e+06
0.00085,12,16,16,.007043000,1318,1040,699362
0.00086,1,1,1,.006215000,1722,1707,1.50346e+06
0.00086,2,4,1,.006117000,1482,395,350566
0.00086,3,16,1,.007491000,1745,85,65426.6
0.00086,4,1,2,.006203000,1753,3372,3.0299e+06
0.00086,5,4,2,.006251000,1227,549,485998
0.00086,6,16,2,.006858000,1716,170,130522
0.00086,7,1,4,.006023000,400,1362,1.20884e+06
0.00086,8,4,4,.006179000,987,815,717520
0.00086,9,16,4,.006901000,1664,417,310895
0.00086,10,1,16,.007322000,172,1818,1.24665e+06
0.00086,11,4,16,.007064000,613,1308,945293
0.00086,12,16,16,.006892000,1246,1000,656294
0.00087,1,1,1,.006036000,2100,2075,1.8349e+06
0.00087,2,4,1,.006294000,1177,213,228653
0.00087,3,16,1,.006302000,1739,80,62212.5
0.00087,4,1,2,.005900000,1618,3126,2.7793e+06
0.00087,5,4,2,.006499000,1216,641,561771
0.00087,6,16,2,.006449000,1503,226,176499
0.00087,7,1,4,.006017000,345,1346,1.18876e+06
0.00087,8,4,4,.006458000,1012,881,732882
0.00087,9,16,4,.007123000,1556,242,182058
0.00087,10,1,16,.007128000,140,1701,1.28071e+06
0.00087,11,4,16,.007556000,411,1560,1.17584e+06
0.00087,12,16,16,.009052000,1215,1093,714061
0.00088,1,1,1,.006934000,2068,2016,1.79424e+06
0.00088,2,4,1,.006535000,1425,349,305288
0.00088,3,16,1,.007002000,1731,112,85994
0.00088,4,1,2,.006468000,1097,2078,1.81458e+06
0.00088,5,4,2,.007223000,1108,595,510204
0.00088,6,16,2,.006906000,1640,177,127086
0.00088,7,1,4,.006878000,387,1261,1.0821e+06
0.00088,8,4,4,.007058000,998,831,688813
0.00088,9,16,4,.006729000,1516,360,268406
0.00088,10,1,16,.006097000,154,1327,1.14775e+06
0.00088,11,4,16,.006249000,510,1589,1.18682e+06
0.00088,12,16,16,.007102000,1185,1008,641170
0.00089,1,1,1,.006381000,2194,2083,1.84e+06
0.00089,2,4,1,.006299000,1370,320,288007
0.00089,3,16,1,.007028000,1718,89,63675.6
0.00089,4,1,2,.006512000,1348,2582,2.26236e+06
0.00089,5,4,2,.006730000,1137,601,515080
0.00089,6,16,2,.007452000,1315,240,173259
0.00089,7,1,4,.007066000,298,1132,942393
0.00089,8,4,4,.006626000,1055,793,652183
0.00089,9,16,4,.006815000,1739,387,292069
0.00089,10,1,16,.007231000,160,1547,1.16846e+06
0.00089,11,4,16,.007286000,456,1548,1.08669e+06
0.00089,12,16,16,.007591000,1283,987,634178
0.0009,1,1,1,.007012000,2344,2278,1.90734e+06
0.0009,2,4,1,.006888000,1609,346,289308
0.0009,3,16,1,.007150000,1947,79,59534.7
0.0009,4,1,2,.006728000,1730,3391,2.9326e+06
0.0009,5,4,2,.006434000,1283,555,470107
0.0009,6,16,2,.007209000,1712,129,96920.4
0.0009,7,1,4,.006377000,320,1195,1.01816e+06
0.0009,8,4,4,.006123000,857,864,704037
0.0009,9,16,4,.006442000,1671,328,231754
0.0009,10,1,16,.011793000,20,0,0
0.0009,11,4,16,.006361000,480,1512,1.11245e+06
0.0009,12,16,16,.006992000,1366,854,546596
0.001,1,1,1,.006401000,2591,2539,1.9574e+06
0.001,2,4,1,.005997000,1539,391,304882
0.001,3,16,1,.007035000,1740,69,53228.8
0.001,4,1,2,.006806000,846,1673,1.30915e+06
0.001,5,4,2,.007363000,1408,602,446477
0.001,6,16,2,.009318000,2090,184,126096
0.001,7,1,4,.006643000,466,1549,1.19443e+06
0.001,8,4,4,.006969000,1024,1051,803992
0.001,9,16,4,.007241000,1882,434,279812
0.001,10,1,16,.007157000,176,1887,1.40975e+06
0.001,11,4,16,.007378000,423,1465,979769
0.001,12,16,16,.007424000,1557,1027,604830
0.0021,1,1,1,.008101000,4482,4500,1.6971e+06
0.0021,2,4,1,.007692000,3266,870,325663
0.0021,3,16,1,.007835000,3937,279,98555.4
0.0021,4,1,2,.008032000,4179,7939,2.98716e+06
0.0021,5,4,2,.007822000,2741,1413,529085
0.0021,6,16,2,.008190000,3667,424,145349
0.0021,7,1,4,.007923000,1026,3398,1.28599e+06
0.0021,8,4,4,.007711000,1906,1974,731766
0.0021,9,16,4,.007704000,3043,744,263231
0.0021,10,1,16,.008051000,325,3564,1.2634e+06
0.0021,11,4,16,.008092000,1031,3367,1.16675e+06
0.0021,12,16,16,.007919000,2348,1874,607918
0.0022,1,1,1,.008050000,5119,4979,1.79375e+06
0.0022,2,4,1,.007723000,3566,722,258425
0.0022,3,16,1,.008391000,4081,334,111405
0.0022,4,1,2,.007831000,3575,6813,2.45231e+06
0.0022,5,4,2,.008080000,2904,1541,546204
0.0022,6,16,2,.007639000,3859,437,149816
0.0022,7,1,4,.007773000,835,3141,1.22201e+06
0.0022,8,4,4,.007643000,2273,2203,779898
0.0022,9,16,4,.008510000,3489,882,294585
0.0022,10,1,16,.008079000,297,3765,1.21976e+06
0.0022,11,4,16,.007709000,848,3125,1.25015e+06
0.0022,12,16,16,.008241000,2551,1929,629484
0.0023,1,1,1,.007649000,5393,5585,1.91122e+06
0.0023,2,4,1,.009610000,3705,815,279588
0.0023,3,16,1,.008840000,4470,224,71483.6
0.0023,4,1,2,.007410000,4410,8764,3.00651e+06
0.0023,5,4,2,.007812000,3094,1359,462564
0.0023,6,16,2,.008473000,3849,432,137920
0.0023,7,1,4,.007736000,917,3779,1.29478e+06
0.0023,8,4,4,.008000000,2121,2309,785571
0.0023,9,16,4,.008335000,3707,828,264364
0.0023,10,1,16,.007677000,275,4541,1.48854e+06
0.0023,11,4,16,.008850000,962,4155,1.31803e+06
0.0023,12,16,16,.009900000,2167,2247,792438
0.0024,1,1,1,.008293000,4539,4604,1.52285e+06
0.0024,2,4,1,.008430000,5009,736,242232
0.0024,3,16,1,.009231000,5055,234,67983.7
0.0024,4,1,2,.008575000,3481,5461,1.80334e+06
0.0024,5,4,2,.010834000,3001,1404,460102
0.0024,6,16,2,.010871000,4801,369,105154
0.0024,7,1,4,.008904000,1086,4270,1.38688e+06
0.0024,8,4,4,.008448000,2137,2356,770414
0.0024,9,16,4,.009478000,3722,808,248268
0.0024,10,1,16,.009723000,287,4491,1.4138e+06
0.0024,11,4,16,.009230000,897,3885,1.19961e+06
0.0024,12,16,16,.011300000,2744,2335,680620
0.0025,1,1,1,.008833000,5863,5753,1.82779e+06
0.0025,2,4,1,.008553000,3219,879,327592
0.0025,3,16,1,.013090000,4161,210,62283
0.0025,4,1,2,.008130000,4385,8629,2.72876e+06
0.0025,5,4,2,.008713000,3218,1699,532839
0.0025,6,16,2,.008299000,4218,443,133608
0.0025,7,1,4,.009238000,1005,3991,1.25814e+06
0.0025,8,4,4,.009353000,2408,2188,698329
0.0025,9,16,4,.009547000,3728,805,234934
0.0025,10,1,16,.009029000,350,4234,1.27774e+06
0.0025,11,4,16,.008723000,1286,3407,1.14585e+06
0.0025,12,16,16,.009888000,2884,2527,716067
0.0026,1,1,1,.009006000,5965,5878,1.79497e+06
0.0026,2,4,1,.009485000,4218,1082,326954
0.0026,3,16,1,.009356000,4568,217,62152.4
0.0026,4,1,2,.008800000,2819,7493,2.2837e+06
0.0026,5,4,2,.009664000,3302,1791,541887
0.0026,6,16,2,.008999000,3952,457,140543
0.0026,7,1,4,.008331000,1077,4186,1.26524e+06
0.0026,8,4,4,.008316000,2694,2392,716053
0.0026,9,16,4,.008481000,4033,872,251427
0.0026,10,1,16,.015647000,63,0,0
0.0026,11,4,16,.008487000,942,4187,1.19796e+06
0.0026,12,16,16,.008673000,2240,2312,621596
0.0027,1,1,1,.008176000,5869,5839,1.79893e+06
0.0027,2,4,1,.008365000,4226,1166,338642
0.0027,3,16,1,.008903000,4876,313,86423.3
0.0027,4,1,2,.008198000,5289,10460,3.10145e+06
0.0027,5,4,2,.008420000,3247,1552,508792
0.0027,6,16,2,.008623000,4902,458,127317
0.0027,7,1,4,.008974000,1112,4717,1.38837e+06
0.0027,8,4,4,.008845000,2832,2621,757273
0.0027,9,16,4,.008606000,4351,946,261793
0.0027,10,1,16,.008566000,402,4878,1.35887e+06
0.0027,11,4,16,.008634000,998,3889,1.05993e+06
0.0027,12,16,16,.008987000,2647,2456,644083
0.0028,1,1,1,.008701000,6985,6999,1.9848e+06
0.0028,2,4,1,.008608000,4128,1144,322632
0.0028,3,16,1,.008554000,5336,308,83292
0.0028,4,1,2,.008876000,3951,7764,2.20342e+06
0.0028,5,4,2,.008370000,3929,1853,521293
0.0028,6,16,2,.008615000,4883,506,135930
0.0028,7,1,4,.008191000,1101,4189,1.27639e+06
0.0028,8,4,4,.009152000,2739,2510,741337
0.0028,9,16,4,.009349000,3170,1153,328225
0.0028,10,1,16,.010959000,481,4903,1.33296e+06
0.0028,11,4,16,.009198000,1335,4654,1.25187e+06
0.0028,12,16,16,.010667000,2969,2276,569962
0.0029,1,1,1,.009814000,7571,7516,2.0404e+06
0.0029,2,4,1,.009696000,4443,1286,349732
0.0029,3,16,1,.010088000,5051,206,52797.9
0.0029,4,1,2,.008938000,4160,7681,2.4079e+06
0.0029,5,4,2,.009723000,3565,1889,507949
0.0029,6,16,2,.009720000,4845,653,168719
0.0029,7,1,4,.009270000,1274,4613,1.25583e+06
0.0029,8,4,4,.009547000,2671,2540,687008
0.0029,9,16,4,.009607000,4399,1205,312875
0.0029,10,1,16,.009567000,328,4850,1.27244e+06
0.0029,11,4,16,.009566000,1264,5176,1.31851e+06
0.0029,12,16,16,.009604000,2920,2931,683159
0.0031,1,1,1,.009083000,7590,7445,1.90097e+06
0.0031,2,4,1,.009130000,4608,1186,323803
0.0031,3,16,1,.009006000,5404,298,79393.5
0.0031,4,1,2,.008910000,5394,10693,2.73556e+06
0.0031,5,4,2,.008879000,3903,2170,552704
0.0031,6,16,2,.008879000,5026,619,154538
0.0031,7,1,4,.009342000,1271,4754,1.21724e+06
0.0031,8,4,4,.010311000,3367,3264,815920
0.0031,9,16,4,.010188000,4603,1125,269166
0.0031,10,1,16,.010352000,286,5066,1.21397e+06
0.0031,11,4,16,.009956000,1159,4434,1.19358e+06
0.0031,12,16,16,.010278000,3285,2954,685588
0.0032,1,1,1,.009308000,7602,7629,1.89769e+06
0.0032,2,4,1,.010057000,4861,1257,310338
0.0032,3,16,1,.009933000,5298,358,84833.3
0.0032,4,1,2,.009676000,5120,9363,2.28205e+06
0.0032,5,4,2,.010039000,4234,2305,568370
0.0032,6,16,2,.010092000,5729,567,132932
0.0032,7,1,4,.009580000,1207,5085,1.25819e+06
0.0032,8,4,4,.009552000,3354,3169,779715
0.0032,9,16,4,.009158000,5001,1106,260695
0.0032,10,1,16,.010028000,397,5208,1.2155e+06
0.0032,11,4,16,.008985000,1283,4872,1.14822e+06
0.0032,12,16,16,.010375000,3198,2660,601161
